image_name,cell_type
PA171690_000.JPG,0
PA171690_001.JPG,0
PA171690_002.JPG,0
PA171690_003.JPG,0
PA171690_004.JPG,0
PA171690_005.JPG,0
PA171690_008.JPG,0
PA171690_010.JPG,0
PA171690_011.JPG,0
PA171690_012.JPG,0
PA171690_013.JPG,0
PA171690_014.JPG,0
PA171690_015.JPG,0
PA171690_016.JPG,0
PA171690_017.JPG,0
PA171690_018.JPG,0
PA171690_020.JPG,0
PA171690_021.JPG,0
PA171690_022.JPG,0
PA171690_023.JPG,0
PA171690_026.JPG,0
PA171690_027.JPG,0
PA171690_028.JPG,0
PA171690_029.JPG,0
PA171690_030.JPG,0
PA171690_032.JPG,0
PA171690_033.JPG,0
PA171690_034.JPG,0
PA171690_035.JPG,0
PA171690_036.JPG,0
PA171690_037.JPG,0
PA171690_038.JPG,0
PA171690_039.JPG,0
PA171690_042.JPG,0
PA171690_043.JPG,0
PA171690_046.JPG,0
PA171690_047.JPG,0
PA171690_048.JPG,0
PA171690_049.JPG,0
PA171690_050.JPG,0
PA171690_051.JPG,0
PA171690_052.JPG,0
PA171690_053.JPG,0
PA171690_054.JPG,0
PA171690_055.JPG,0
PA171690_056.JPG,0
PA171690_057.JPG,0
PA171690_058.JPG,0
PA171690_059.JPG,0
PA171690_060.JPG,0
PA171690_061.JPG,0
PA171690_062.JPG,0
PA171690_063.JPG,0
PA171690_065.JPG,0
PA171690_066.JPG,0
PA171690_067.JPG,0
PA171690_068.JPG,0
PA171690_070.JPG,0
PA171690_071.JPG,0
PA171690_073.JPG,0
PA171690_074.JPG,0
PA171690_075.JPG,0
PA171690_077.JPG,0
PA171690_078.JPG,0
PA171690_079.JPG,0
PA171690_080.JPG,0
PA171690_081.JPG,0
PA171690_082.JPG,0
PA171690_083.JPG,0
PA171690_084.JPG,0
PA171690_087.JPG,0
PA171690_088.JPG,0
PA171690_089.JPG,0
PA171690_090.JPG,0
PA171690_091.JPG,0
PA171690_092.JPG,0
PA171690_094.JPG,0
PA171690_097.JPG,0
PA171690_098.JPG,0
PA171690_099.JPG,0
PA171690_100.JPG,0
PA171690_101.JPG,0
PA171690_102.JPG,0
PA171690_103.JPG,0
PA171690_107.JPG,0
PA171690_108.JPG,0
PA171690_109.JPG,0
PA171690_110.JPG,0
PA171690_111.JPG,0
PA171690_112.JPG,0
PA171690_114.JPG,0
PA171690_115.JPG,0
PA171690_116.JPG,0
PA171690_117.JPG,0
PA171690_118.JPG,0
PA171690_119.JPG,0
PA171690_120.JPG,0
PA171690_121.JPG,0
PA171690_123.JPG,0
PA171690_124.JPG,0
PA171690_126.JPG,0
PA171690_127.JPG,0
PA171690_128.JPG,0
PA171690_129.JPG,0
PA171690_133.JPG,0
PA171690_134.JPG,0
PA171690_135.JPG,0
PA171690_136.JPG,0
PA171690_137.JPG,0
PA171690_138.JPG,0
PA171690_139.JPG,0
PA171690_140.JPG,2
PA171690_141.JPG,1
PA171690_142.JPG,1
PA171691_000.JPG,0
PA171691_001.JPG,0
PA171691_002.JPG,0
PA171691_003.JPG,0
PA171691_004.JPG,0
PA171691_005.JPG,0
PA171691_006.JPG,0
PA171691_007.JPG,0
PA171691_008.JPG,0
PA171691_009.JPG,0
PA171691_010.JPG,0
PA171691_013.JPG,0
PA171691_014.JPG,0
PA171691_015.JPG,0
PA171691_017.JPG,0
PA171691_018.JPG,0
PA171691_020.JPG,0
PA171691_021.JPG,0
PA171691_022.JPG,0
PA171691_024.JPG,0
PA171691_026.JPG,0
PA171691_027.JPG,0
PA171691_028.JPG,0
PA171691_029.JPG,0
PA171691_030.JPG,0
PA171691_032.JPG,0
PA171691_033.JPG,0
PA171691_034.JPG,0
PA171691_036.JPG,0
PA171691_037.JPG,0
PA171691_038.JPG,0
PA171691_039.JPG,0
PA171691_040.JPG,0
PA171691_041.JPG,0
PA171691_042.JPG,0
PA171691_043.JPG,0
PA171691_044.JPG,0
PA171691_045.JPG,0
PA171691_046.JPG,0
PA171691_047.JPG,0
PA171691_048.JPG,0
PA171691_049.JPG,0
PA171691_050.JPG,0
PA171691_051.JPG,0
PA171691_053.JPG,0
PA171691_054.JPG,0
PA171691_055.JPG,0
PA171691_056.JPG,0
PA171691_057.JPG,0
PA171691_058.JPG,0
PA171691_059.JPG,0
PA171691_060.JPG,0
PA171691_061.JPG,0
PA171691_063.JPG,0
PA171691_064.JPG,0
PA171691_065.JPG,0
PA171691_066.JPG,0
PA171691_067.JPG,0
PA171691_068.JPG,0
PA171691_070.JPG,0
PA171691_071.JPG,0
PA171691_072.JPG,0
PA171691_073.JPG,0
PA171691_075.JPG,0
PA171691_076.JPG,0
PA171691_077.JPG,0
PA171691_079.JPG,0
PA171691_080.JPG,0
PA171691_081.JPG,0
PA171691_083.JPG,0
PA171691_084.JPG,0
PA171691_085.JPG,0
PA171691_086.JPG,0
PA171691_087.JPG,0
PA171691_089.JPG,0
PA171691_090.JPG,0
PA171691_091.JPG,0
PA171691_092.JPG,0
PA171691_093.JPG,0
PA171691_094.JPG,0
PA171691_095.JPG,0
PA171691_096.JPG,0
PA171691_097.JPG,0
PA171691_098.JPG,0
PA171691_099.JPG,0
PA171691_101.JPG,0
PA171691_102.JPG,0
PA171691_104.JPG,0
PA171691_105.JPG,0
PA171691_106.JPG,0
PA171691_107.JPG,0
PA171691_109.JPG,0
PA171691_110.JPG,0
PA171691_111.JPG,0
PA171691_113.JPG,0
PA171691_115.JPG,0
PA171691_116.JPG,0
PA171691_117.JPG,0
PA171691_118.JPG,0
PA171691_119.JPG,0
PA171691_120.JPG,0
PA171691_123.JPG,0
PA171691_124.JPG,0
PA171691_128.JPG,0
PA171691_130.JPG,0
PA171691_131.JPG,0
PA171691_133.JPG,0
PA171691_136.JPG,0
PA171691_137.JPG,0
PA171691_139.JPG,0
PA171691_140.JPG,0
PA171691_141.JPG,0
PA171691_142.JPG,0
PA171691_143.JPG,0
PA171691_144.JPG,0
PA171691_145.JPG,0
PA171691_146.JPG,0
PA171691_147.JPG,0
PA171691_148.JPG,1
PA171691_149.JPG,2
PA171691_151.JPG,4
PA171692_001.JPG,0
PA171692_002.JPG,0
PA171692_003.JPG,0
PA171692_004.JPG,0
PA171692_005.JPG,0
PA171692_006.JPG,0
PA171692_007.JPG,0
PA171692_008.JPG,0
PA171692_009.JPG,0
PA171692_010.JPG,0
PA171692_011.JPG,0
PA171692_012.JPG,0
PA171692_013.JPG,0
PA171692_014.JPG,0
PA171692_015.JPG,0
PA171692_016.JPG,0
PA171692_017.JPG,0
PA171692_018.JPG,0
PA171692_019.JPG,0
PA171692_020.JPG,0
PA171692_021.JPG,0
PA171692_022.JPG,0
PA171692_023.JPG,0
PA171692_024.JPG,0
PA171692_025.JPG,0
PA171692_026.JPG,0
PA171692_027.JPG,0
PA171692_028.JPG,0
PA171692_029.JPG,0
PA171692_030.JPG,0
PA171692_031.JPG,0
